##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_029338295.1	PRJNA224116	SAMN33694642	na	na	3033391	3033391	Haladaptatus sp. QDMS2	strain=QDMS2	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933829v1	Jiangsu University	GCA_029338295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/295/GCF_029338295.1_ASM2933829v1	na	na	na	haploid	archaea	3881291	3881291	61.000000	3	3	3	NCBI RefSeq	GCF_029338295.1-RS_2024_08_11	2024-08-11	4035	3915	52	na
GCF_029338315.1	PRJNA224116	SAMN33695275	na	reference genome	3033392	3033392	Haloarcula regularis	strain=SYNS111	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933831v1	Jiangsu University	GCA_029338315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/315/GCF_029338315.1_ASM2933831v1	na	assembly from type material	na	haploid	archaea	3615317	3615317	66.000000	2	2	2	NCBI RefSeq	GCF_029338315.1-RS_2025_12_02	2025-12-02	3901	3375	54	na
GCF_029167205.1	PRJNA224116	SAMN33591653	JARFPL000000000.1	reference genome	3033395	3033395	Candidatus Methanocrinis alkalitolerans	strain=M04Ac	na	latest	Contig	Major	Full	2023-03-11	ASM2916720v1	Research Center of Biotechnology RAS	GCA_029167205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/167/205/GCF_029167205.1_ASM2916720v1	na	assembly from type material	na	haploid	archaea	2444195	2444195	58.500000	0	96	96	NCBI RefSeq	GCF_029167205.1-RS_2025_11_21	2025-11-21	2520	2414	53	na
GCF_029167045.1	PRJNA224116	SAMN33591156	JARFPK000000000.1	reference genome	3033396	3033396	Candidatus Methanocrinis natronophilus	strain=Mx	na	latest	Contig	Major	Full	2023-03-11	ASM2916704v1	Research Center of Biotechnology RAS	GCA_029167045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/167/045/GCF_029167045.1_ASM2916704v1	na	assembly from type material	na	haploid	archaea	2412901	2412901	58.000000	0	100	100	NCBI RefSeq	GCF_029167045.1-RS_2025_11_21	2025-11-21	2494	2363	48	na
GCF_030553305.1	PRJNA224116	SAMN33708900	JARRAH000000000.1	reference genome	3033939	3033939	Halomarina ordinaria	strain=PSRA2	na	latest	Contig	Major	Full	2023-07-31	ASM3055330v1	Jiangsu University	GCA_030553305.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/553/305/GCF_030553305.1_ASM3055330v1	na	assembly from type material	na	haploid	archaea	3610213	3610213	68.000000	0	6	6	NCBI RefSeq	GCF_030553305.1-RS_2025_07_31	2025-07-31	3766	3657	65	na
GCF_042662245.1	PRJNA224116	SAMN43283283	JBHSXM000000000.1	na	3033939	3033939	Halomarina ordinaria	strain=PSRA2	na	latest	Contig	Major	Full	2024-10-06	ASM4266224v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042662245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/662/245/GCF_042662245.1_ASM4266224v1	na	assembly from type material	na	haploid	archaea	3610213	3610213	68.000000	0	6	6	NCBI RefSeq	GCF_042662245.1-RS_2025_03_02	2025-03-02	3762	3652	65	30832757
GCF_017357405.2	PRJNA224116	SAMN18203374	na	na	3034020	3034020	Halomontanus rarus	strain=KZCA124	na	latest	Complete Genome	Minor	Full	2023-10-04	ASM1735740v2	Jiangsu University	GCA_017357405.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/405/GCF_017357405.2_ASM1735740v2	na	na	na	haploid	archaea	5877053	5877053	62.500000	7	7	7	NCBI RefSeq	GCF_017357405.2-RS_2025_05_12	2025-05-12	5449	5260	55	na
GCF_029338335.1	PRJNA224116	SAMN33708874	na	reference genome	3034020	3034020	Halomontanus rarus	strain=TS33	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933833v1	Jiangsu University	GCA_029338335.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/335/GCF_029338335.1_ASM2933833v1	na	assembly from type material	na	haploid	archaea	5998452	5998452	63.000000	6	6	6	NCBI RefSeq	GCF_029338335.1-RS_2024_05_12	2024-05-12	5582	5393	56	na
GCF_029338355.1	PRJNA224116	SAMN33716776	na	reference genome	3034023	3034023	Halosegnis marinus	strain=DT85	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933835v1	Jiangsu University	GCA_029338355.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/355/GCF_029338355.1_ASM2933835v1	na	assembly from type material	na	haploid	archaea	2811024	2811024	70.500000	2	2	2	NCBI RefSeq	GCF_029338355.1-RS_2025_03_17	2025-03-17	3083	2987	52	na
GCF_042663465.1	PRJNA224116	SAMN43283182	JBHTAP000000000.1	na	3034023	3034023	Halosegnis marinus	strain=DT85	na	latest	Contig	Major	Full	2024-10-06	ASM4266346v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042663465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/663/465/GCF_042663465.1_ASM4266346v1	na	assembly from type material	na	haploid	archaea	2811024	2811024	70.500000	0	2	2	NCBI RefSeq	GCF_042663465.1-RS_2025_03_02	2025-03-02	3081	2987	52	30832757
GCF_042663805.1	PRJNA224116	SAMN43283172	JBHTAZ000000000.1	na	3034023	3034023	Halosegnis marinus	strain=DT85	na	latest	Contig	Major	Full	2024-10-06	ASM4266380v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042663805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/663/805/GCF_042663805.1_ASM4266380v1	na	assembly from type material	na	haploid	archaea	2808680	2808680	70.500000	0	2	2	NCBI RefSeq	GCF_042663805.1-RS_2025_03_02	2025-03-02	3288	2420	52	30832757
GCF_029338375.1	PRJNA224116	SAMN33716851	na	reference genome	3034024	3034024	Halorussus lipolyticus	strain=DT80	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933837v1	Jiangsu University	GCA_029338375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/375/GCF_029338375.1_ASM2933837v1	na	assembly from type material	na	haploid	archaea	4135236	4135236	63.500000	5	5	5	NCBI RefSeq	GCF_029338375.1-RS_2025_03_17	2025-03-17	4070	3988	57	na
GCF_029338395.1	PRJNA224116	SAMN33716999	na	reference genome	3034025	3034025	Halorussus caseinilyticus	strain=DT72	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933839v1	Jiangsu University	GCA_029338395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/395/GCF_029338395.1_ASM2933839v1	na	assembly from type material	na	haploid	archaea	4392332	4392332	64.500000	5	5	5	NCBI RefSeq	GCF_029338395.1-RS_2025_03_17	2025-03-17	4350	4196	57	na
GCF_042662985.1	PRJNA224116	SAMN43283220	JBHSZH000000000.1	na	3034025	3034025	Halorussus caseinilyticus	strain=DT72	na	latest	Contig	Major	Full	2024-10-06	ASM4266298v1	Institution of Microbiology, Chinese Academy of Science(WDCM)	GCA_042662985.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/042/662/985/GCF_042662985.1_ASM4266298v1	na	assembly from type material	na	haploid	archaea	4428855	4428855	64.500000	0	6	6	NCBI RefSeq	GCF_042662985.1-RS_2025_03_02	2025-03-02	4731	3853	54	30832757
GCF_029338515.1	PRJNA224116	SAMN33717057	na	reference genome	3034026	3034026	Haloglomus litoreum	strain=DT116	na	latest	Complete Genome	Major	Full	2023-03-22	ASM2933851v1	Jiangsu University	GCA_029338515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/338/515/GCF_029338515.1_ASM2933851v1	na	assembly from type material	na	haploid	archaea	4695480	4695480	69.000000	1	1	1	NCBI RefSeq	GCF_029338515.1-RS_2025_03_17	2025-03-17	4685	4588	50	na
GCF_029688845.1	PRJNA224116	SAMN33954830	JARUKW000000000.1	na	3037648	3037648	Natronococcus sp. A-GB1	strain=A-GB1	na	latest	Contig	Major	Full	2023-04-11	ASM2968884v1	Research Center of Biotechnology RAS	GCA_029688845.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/688/845/GCF_029688845.1_ASM2968884v1	na	na	na	haploid	archaea	4504882	4504882	64.000000	0	57	57	NCBI RefSeq	GCF_029688845.1-RS_2024_05_12	2024-05-12	4557	4383	57	na
GCF_029688865.1	PRJNA224116	SAMN33954832	JARUKV000000000.1	na	3037649	3037649	Natronococcus sp. A-GB7	strain=A-GB7	na	latest	Contig	Major	Full	2023-04-11	ASM2968886v1	Research Center of Biotechnology RAS	GCA_029688865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/688/865/GCF_029688865.1_ASM2968886v1	na	na	na	haploid	archaea	4877762	4877762	64.000000	0	77	77	NCBI RefSeq	GCF_029688865.1-RS_2024_05_06	2024-05-06	4927	4764	55	na
GCF_029854155.1	PRJNA224116	SAMN33954831	na	na	3037654	3037654	Methanonatronarchaeum sp. AMET-Sl	strain=AMET-Sl	na	latest	Complete Genome	Major	Full	2023-04-23	ASM2985415v1	Research Center of Biotechnology RAS	GCA_029854155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/854/155/GCF_029854155.1_ASM2985415v1	na	na	na	haploid	archaea	1555502	1555502	37.500000	1	1	1	NCBI RefSeq	GCF_029854155.1-RS_2024_05_31	2024-05-31	1596	1536	44	na
GCF_030068615.1	PRJNA224116	SAMN35133171	JASJOC000000000.1	na	3048066	3048066	Halostagnicola sp. A-GB9-2	strain=A-GB9-2	na	latest	Contig	Major	Full	2023-05-24	ASM3006861v1	Research Center of Biotechnology RAS	GCA_030068615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/068/615/GCF_030068615.1_ASM3006861v1	na	na	na	haploid	archaea	4679536	4679536	59.500000	0	38	38	NCBI RefSeq	GCF_030068615.1-RS_2024_05_12	2024-05-12	4586	4405	52	na
GCF_034497445.1	PRJNA224116	SAMN36876511	JAXRUU000000000.1	na	3050073	3050073	Halorubrum sp. AD140	strain=AD140	na	latest	Contig	Major	Full	2023-12-19	ASM3449744v1	Instituto de Ecologia	GCA_034497445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/497/445/GCF_034497445.1_ASM3449744v1	na	na	na	haploid	archaea	3519991	3519991	67.500000	0	369	369	NCBI RefSeq	GCF_034497445.1-RS_2024_08_12	2024-08-12	3798	3541	53	37279013;38873164
GCF_030186535.1	PRJNA224116	SAMN35529470	JASNVW000000000.1	reference genome	3050454	3050454	Ignisphaera cupida	strain=4213-co	na	latest	Contig	Major	Full	2023-06-06	ASM3018653v1	Research Center of Biotechnology RAS	GCA_030186535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/186/535/GCF_030186535.1_ASM3018653v1	na	assembly from type material	na	haploid	archaea	1743696	1743696	36.000000	0	14	14	NCBI RefSeq	GCF_030186535.1-RS_2025_08_04	2025-08-04	1858	1792	50	na
GCF_030287405.1	PRJNA224116	SAMN35699926	JASVVV000000000.1	na	3053469	3053469	Halalkalicoccus sp. NIPERK01	strain=NIPERK01	na	latest	Scaffold	Major	Full	2023-06-18	ASM3028740v1	National Institute of Pharmaceutical Education and Research, Kolkata	GCA_030287405.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/287/405/GCF_030287405.1_ASM3028740v1	na	na	na	haploid	archaea	3468902	3468802	65.500000	0	81	82	NCBI RefSeq	GCF_030287405.1-RS_2024_08_11	2024-08-11	3743	3626	53	na
GCF_030273315.1	PRJNA224116	SAMN35639372	na	na	3053904	3053904	Natrialbaceae archaeon AArc-T1-2	strain=AArc-T1-2	na	latest	Complete Genome	Major	Full	2023-06-15	ASM3027331v1	Research Center of Biotechnology RAS	GCA_030273315.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/273/315/GCF_030273315.1_ASM3027331v1	na	na	na	haploid	archaea	3358102	3358102	63.500000	3	3	3	NCBI RefSeq	GCF_030273315.1-RS_2025_05_24	2025-05-24	3454	3323	59	na
GCF_030505615.1	PRJNA224116	SAMN36288398	na	reference genome	3058903	3058903	Salinibaculum rarum	strain=KK48	na	latest	Complete Genome	Major	Full	2023-07-19	ASM3050561v1	Jiangsu University	GCA_030505615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/505/615/GCF_030505615.1_ASM3050561v1	na	assembly from type material	na	haploid	archaea	3543659	3543659	60.500000	3	3	3	NCBI RefSeq	GCF_030505615.1-RS_2025_03_02	2025-03-02	3640	3516	78	na
GCF_033097485.1	PRJNA224116	SAMD00632347	na	reference genome	3060460	3060460	Pyrofollis japonicus	strain=YC29	na	latest	Complete Genome	Major	Full	2023-08-01	ASM3309748v1	Kyoto University	GCA_033097485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/033/097/485/GCF_033097485.1_ASM3309748v1	na	assembly from type material	na	haploid	archaea	2005174	2005174	49.500000	1	1	1	NCBI RefSeq	GCF_033097485.1-RS_2025_11_23	2025-11-23	2101	2043	51	na
GCF_963082495.1	PRJNA224116	SAMEA114236497	CAUJAN000000000.1	na	3064279	3064279	Methanobrevibacter sp. V74	strain=V74	na	latest	Contig	Major	Full	2023-08-08	Q8283	IHU - Mediterranee Infection	GCA_963082495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/082/495/GCF_963082495.1_Q8283	na	na	na	haploid	archaea	2299297	2299297	30.500000	0	15	15	NCBI RefSeq	GCF_963082495.1-RS_2024_05_03	2024-05-03	2315	2254	42	na
GCF_963082475.1	PRJNA224116	SAMEA114236496	CAUJAM000000000.1	na	3064280	3064280	Methanobrevibacter sp. V14	strain=V14	na	latest	Contig	Major	Full	2023-08-08	Q8282	IHU - Mediterranee Infection	GCA_963082475.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/082/475/GCF_963082475.1_Q8282	na	na	na	haploid	archaea	1834388	1834388	31.500000	0	19	19	NCBI RefSeq	GCF_963082475.1-RS_2024_05_03	2024-05-03	1923	1856	34	na
GCF_030734285.1	PRJNA224116	SAMN36886830	na	reference genome	3068275	3068275	Natronococcus wangiae	strain=AD-5	na	latest	Complete Genome	Major	Full	2023-08-15	ASM3073428v1	Jiangsu University	GCA_030734285.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/734/285/GCF_030734285.1_ASM3073428v1	na	assembly from type material	na	haploid	archaea	5168305	5168305	63.500000	2	2	2	NCBI RefSeq	GCF_030734285.1-RS_2025_12_01	2025-12-01	5175	4885	66	na
GCF_030734185.1	PRJNA224116	SAMN36864297	na	reference genome	3068310	3068310	Salinirarus marinus	strain=XH8	na	latest	Complete Genome	Major	Full	2023-08-15	ASM3073418v1	Jiangsu University	GCA_030734185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/734/185/GCF_030734185.1_ASM3073418v1	na	assembly from type material	na	haploid	archaea	3234179	3234179	66.000000	2	2	2	NCBI RefSeq	GCF_030734185.1-RS_2025_04_09	2025-04-09	3517	3320	67	na
GCF_030848575.1	PRJNA224116	SAMN36994296	JAVDDX000000000.1	na	3069755	3069755	Haloarcula sp. H-GB4	strain=H-GB4	na	latest	Contig	Major	Full	2023-08-21	ASM3084857v1	Research Center of Biotechnology RAS	GCA_030848575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/848/575/GCF_030848575.1_ASM3084857v1	na	na	na	haploid	archaea	4189745	4189745	60.500000	0	15	15	NCBI RefSeq	GCF_030848575.1-RS_2024_09_07	2024-09-07	4269	4130	52	na
GCF_030848585.1	PRJNA224116	SAMN36994297	JAVDDW000000000.1	na	3069756	3069756	Halobellus sp. H-GB7	strain=H-GB7	na	latest	Contig	Major	Full	2023-08-21	ASM3084858v1	Research Center of Biotechnology RAS	GCA_030848585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/848/585/GCF_030848585.1_ASM3084858v1	na	na	na	haploid	archaea	3570501	3570501	63.500000	0	35	35	NCBI RefSeq	GCF_030848585.1-RS_2024_05_06	2024-05-06	3560	3464	53	na
GCF_030848565.1	PRJNA224116	SAMN36994298	JAVDDV000000000.1	na	3069757	3069757	Natronolimnohabitans sp. A-GB9	strain=A-GB9	na	latest	Contig	Major	Full	2023-08-21	ASM3084856v1	Research Center of Biotechnology RAS	GCA_030848565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/030/848/565/GCF_030848565.1_ASM3084856v1	na	na	na	haploid	archaea	4300762	4300762	62.000000	0	72	72	NCBI RefSeq	GCF_030848565.1-RS_2024_05_12	2024-05-12	4270	4096	55	na
GCF_031312535.1	PRJNA224116	SAMN37170650	na	reference genome	3072977	3072977	Methanolobus mangrovi	strain=FTZ2	na	latest	Complete Genome	Major	Full	2023-09-08	ASM3131253v1	Shenzhen University	GCA_031312535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/312/535/GCF_031312535.1_ASM3131253v1	na	assembly from type material	na	haploid	archaea	2623311	2623311	41.500000	1	1	1	NCBI RefSeq	GCF_031312535.1-RS_2025_11_27	2025-11-27	2580	2493	72	na
GCF_031312595.1	PRJNA224116	SAMN37170651	na	reference genome	3072978	3072978	Methanolobus sediminis	strain=FTZ6	na	latest	Complete Genome	Major	Full	2023-09-08	ASM3131259v1	Shenzhen University	GCA_031312595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/312/595/GCF_031312595.1_ASM3131259v1	na	assembly from type material	na	haploid	archaea	2798037	2798037	41.000000	2	2	2	NCBI RefSeq	GCF_031312595.1-RS_2025_08_04	2025-08-04	2765	2680	69	na
GCF_038024865.1	PRJNA224116	SAMN37265970	na	reference genome	3073602	3073602	Oxyplasma meridianum	strain=M1	na	latest	Complete Genome	Major	Full	2024-10-19	Omer_M1	Bangor University	GCA_038024865.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/038/024/865/GCF_038024865.1_Omer_M1	na	assembly from type material	na	haploid	archaea	1676007	1676007	40.000000	1	1	1	NCBI RefSeq	GCF_038024865.1-RS_2024_11_20	2024-11-20	1735	1657	51	39190454
GCF_031461075.1	PRJNA224116	SAMN37284058	JAVKPK000000000.1	reference genome	3073890	3073890	Methanosarcina baikalica	strain=Z-7115	na	latest	Contig	Major	Full	2023-09-13	ASM3146107v1	Research Center of Biotechnology RAS	GCA_031461075.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/461/075/GCF_031461075.1_ASM3146107v1	na	assembly from type material	na	haploid	archaea	3742969	3742969	41.000000	0	157	157	NCBI RefSeq	GCF_031461075.1-RS_2025_11_22	2025-11-22	3321	3151	63	na
GCF_031432215.1	PRJNA224116	SAMN37283475	JAVKGN000000000.1	na	3074077	3074077	Halodesulfurarchaeum sp. HSR-GB	strain=HSR-GB	na	latest	Contig	Major	Full	2023-09-12	ASM3143221v1	Research Center of Biotechnology RAS	GCA_031432215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/432/215/GCF_031432215.1_ASM3143221v1	na	na	na	haploid	archaea	2247336	2247336	63.000000	0	3	3	NCBI RefSeq	GCF_031432215.1-RS_2024_11_06	2024-11-06	2380	2296	53	na
GCF_031432225.1	PRJNA224116	SAMN37283476	JAVKGM000000000.1	na	3074078	3074078	Halalkaliarchaeum sp. AArc-GB	strain=AArc-GB	na	latest	Contig	Major	Full	2023-09-12	ASM3143222v1	Research Center of Biotechnology RAS	GCA_031432225.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/432/225/GCF_031432225.1_ASM3143222v1	na	na	na	haploid	archaea	3347244	3347244	63.000000	0	41	41	NCBI RefSeq	GCF_031432225.1-RS_2024_05_06	2024-05-06	3352	3232	64	na
GCF_031823395.1	PRJNA224116	SAMN37368141	JAVQKJ000000000.1	reference genome	3075120	3075120	Halobellus ordinarius	strain=ZY16	na	latest	Contig	Major	Full	2023-09-21	ASM3182339v1	Jiangsu University	GCA_031823395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/823/395/GCF_031823395.1_ASM3182339v1	na	assembly from type material	na	haploid	archaea	4200409	4200409	63.000000	0	28	28	NCBI RefSeq	GCF_031823395.1-RS_2025_05_12	2025-05-12	4147	3994	57	na
GCF_032116555.1	PRJNA224116	SAMN37368144	na	reference genome	3075121	3075121	Halorarum halobium	strain=XH14	na	latest	Complete Genome	Major	Full	2023-09-27	ASM3211655v1	Jiangsu University	GCA_032116555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/116/555/GCF_032116555.1_ASM3211655v1	na	assembly from type material	na	haploid	archaea	3678577	3678577	68.000000	3	3	3	NCBI RefSeq	GCF_032116555.1-RS_2025_05_05	2025-05-05	3733	3631	53	na
GCF_040025155.1	PRJNA224116	SAMN41528851	na	reference genome	3075122	3075122	Halobaculum rarum	strain=QDC11	na	latest	Complete Genome	Major	Full	2024-06-04	ASM4002515v1	Jiangsu University	GCA_040025155.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/040/025/155/GCF_040025155.1_ASM4002515v1	na	assembly from type material	na	haploid	archaea	2959037	2959037	67.500000	1	1	1	NCBI RefSeq	GCF_040025155.1-RS_2025_06_03	2025-06-03	3009	2925	54	na
GCF_032113415.1	PRJNA224116	SAMN37367569	na	reference genome	3075123	3075123	Halobellus marinus	strain=DFY28	na	latest	Complete Genome	Major	Full	2023-09-27	ASM3211341v1	Jiangsu University	GCA_032113415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/032/113/415/GCF_032113415.1_ASM3211341v1	na	assembly from type material	na	haploid	archaea	4157617	4157617	63.500000	3	3	3	NCBI RefSeq	GCF_032113415.1-RS_2024_05_12	2024-05-12	4116	3937	58	na
GCF_031852275.1	PRJNA224116	SAMN37368706	na	reference genome	3075124	3075124	Halovalidus salilacus	strain=CCL63	na	latest	Complete Genome	Major	Full	2023-09-24	ASM3185227v1	Jiangsu University	GCA_031852275.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/031/852/275/GCF_031852275.1_ASM3185227v1	na	assembly from type material	na	haploid	archaea	4309793	4309793	65.500000	2	2	2	NCBI RefSeq	GCF_031852275.1-RS_2025_11_29	2025-11-29	4229	4067	54	na
GCF_041379815.1	PRJNA224116	SAMN41557447	JBEDNY000000000.1	reference genome	3076378	3076378	Halorubrum miltondacostae	strain=RMP-11	na	latest	Contig	Major	Full	2024-08-20	ASM4137981v1	BIOCANT	GCA_041379815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/379/815/GCF_041379815.1_ASM4137981v1	na	assembly from type material	na	haploid	archaea	3529597	3529597	67.000000	0	24	24	NCBI RefSeq	GCF_041379815.1-RS_2025_09_22	2025-09-22	3619	3446	64	na
GCF_041379825.1	PRJNA224116	SAMN41557448	JBEDNX000000000.1	na	3076378	3076378	Halorubrum miltondacostae	strain=RMP-47	na	latest	Contig	Major	Full	2024-08-20	ASM4137982v1	BIOCANT	GCA_041379825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/379/825/GCF_041379825.1_ASM4137982v1	na	na	na	haploid	archaea	3891088	3891088	66.000000	0	68	68	NCBI RefSeq	GCF_041379825.1-RS_2025_09_22	2025-09-22	3938	3748	64	na
GCF_046529725.1	PRJNA224116	SAMN37575900	na	reference genome	3078083	3078083	Methanosarcina hadiensis	strain=TD41E1-1	na	latest	Complete Genome	Major	Full	2025-01-08	TD41E1-1	Belgian Nuclear Research Centre	GCA_046529725.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/046/529/725/GCF_046529725.1_TD41E1-1	na	assembly from type material	na	haploid	archaea	4338376	4338376	41.000000	1	1	1	NCBI RefSeq	GCF_046529725.1-RS_2025_01_08	2025-01-08	3732	3605	76	39627874
GCF_041361465.1	PRJNA224116	SAMN37712913	JBGKAC000000000.1	na	3079933	3079933	Halobaculum sp. MBLA0143	strain=MBLA0143	na	latest	Contig	Major	Full	2024-08-19	ASM4136146v1	Incheon National University	GCA_041361465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/361/465/GCF_041361465.1_ASM4136146v1	na	na	na	haploid	archaea	3580614	3580614	68.500000	0	2	2	NCBI RefSeq	GCF_041361465.1-RS_2024_08_20	2024-08-20	3610	3504	51	na
GCF_041361345.1	PRJNA224116	SAMN37712946	JBGKAD000000000.1	na	3079934	3079934	Halobaculum sp. MBLA0147	strain=MBLA0147	na	latest	Contig	Major	Full	2024-08-19	ASM4136134v1	Incheon National University	GCA_041361345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/041/361/345/GCF_041361345.1_ASM4136134v1	na	na	na	haploid	archaea	4292040	4292040	67.500000	0	6	6	NCBI RefSeq	GCF_041361345.1-RS_2024_08_20	2024-08-20	4024	3919	54	na
GCF_034808065.1	PRJNA224116	SAMN38415159	JAXHGN000000000.1	na	3098146	3098146	Natrialba sp. PRR66	strain=PRR66	na	latest	Scaffold	Major	Full	2023-12-28	ASM3480806v1	Anhui Normal University	GCA_034808065.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/808/065/GCF_034808065.1_ASM3480806v1	na	na	na	haploid	archaea	4968615	4968424	61.500000	0	312	314	NCBI RefSeq	GCF_034808065.1-RS_2024_08_07	2024-08-07	4888	4596	61	na
GCF_034808085.1	PRJNA224116	SAMN38415154	JAXHGL000000000.1	na	3098147	3098147	Halostella sp. PRR32	strain=PRR32	na	latest	Scaffold	Major	Full	2023-12-28	ASM3480808v1	Anhui Normal University	GCA_034808085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/808/085/GCF_034808085.1_ASM3480808v1	na	na	na	haploid	archaea	4012813	4012618	63.500000	0	321	323	NCBI RefSeq	GCF_034808085.1-RS_2024_08_07	2024-08-07	4266	4060	64	na
GCF_034808145.1	PRJNA224116	SAMN38415158	JAXHGM000000000.1	na	3098148	3098148	Halorubellus sp. PRR65	strain=PRR65	na	latest	Scaffold	Major	Full	2023-12-28	ASM3480814v1	Anhui Normal University	GCA_034808145.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/808/145/GCF_034808145.1_ASM3480814v1	na	na	na	haploid	archaea	4153099	4152706	67.000000	0	129	134	NCBI RefSeq	GCF_034808145.1-RS_2024_05_03	2024-05-03	4086	3976	58	na
